Customer_ID,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn
CUST-8209,female,0,Yes,Yes,33,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.41,1096.43,NO
CUST-7678,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,75.48,3917.81,No
CUST-7079,Femal,0,Yes,No,23,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,71.09,1634.17, No 
CUST-8269, Female ,0,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,TWO YEAR,No,Credit card,33.23,2201.89,No
CUST-7686,female,0,Yes,No,0,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,No,Mailed check,84.08,7.48,no
CUST-7491,Male,0,Yes,Yes,0,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,ONE YEAR,No,Electronic check,63.59,0.0,NO
CUST-7527, Female ,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,ONE YEAR,No,Mailed check,89.94,6473.68,no
CUST-7855, Female ,1,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.62,6.57,NO
CUST-8242,FEMALE,0,Yes,No,11,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,ONE YEAR,No,Mailed check,72.89,804.01,No
CUST-7897,FEMALE,0,Yes,No,9,No,No phone service,DSL,Yes,No,No,Yes,No,No internet service,one year,Yes,Bank transfer,61.08,554.29, No 
CUST-8260,FEMALE,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No internet service,ONE YEAR,Yes,Mailed check,64.49,2577.2,no
CUST-7693,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month to month,Yes,Mailed check,89.15,1869.66,Yes
CUST-8219,MALE,1,Yes,Yes,18,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,month-to-month,Yes,Electronic check,89.41,1614.3,yes
CUST-7420,male,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ONE YEAR,No,Electronic check,34.46,1204.31,Yes
CUST-8234,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,75.48,2800.67,No
CUST-8102,female,1,Yes,No,46,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,month-to-month,No,Mailed check,45.99,2119.4,No
CUST-7523, Male,0,No,No,62,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,94.31,5840.11,no
CUST-7590,male,0,No,No,31,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,,64.38,2000.06, No 
CUST-8221, Male,0,No,No,71,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,51.82,3671.51, Yes
CUST-7457,male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,29.87,360.67,No
CUST-7111,Femal,0,No,Yes,11,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,MONTH-TO-MONTH,Yes,Bank transfer,53.51,585.72, No 
CUST-7819,FEMALE,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Bank transfer,60.61,1460.54, No 
CUST-8225, Male,1,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,No,Bank transfer,26.44,,NO
CUST-8081,female,0,No,Yes,24,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Credit card,88.25,2128.0, Yes
CUST-8277, Male,0,Yes,Yes,54,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,MONTH-TO-MONTH,No,Mailed check,65.39,3527.75,yes
CUST-7895, Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,No,Electronic check,34.39,373.51,No
CUST-7910,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.35,403.64,no
CUST-7102,male,1,Yes,No,16,No,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,59.6,947.3,No
CUST-7454,MALE,0,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No internet service,MONTH-TO-MONTH,Yes,Credit card,63.5,571.74,no
CUST-8193, Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,MONTH-TO-MONTH,No,Electronic check,111.97,566.98,YES
CUST-7663,male,1,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month to month,Yes,Bank transfer,81.0,812.8,No
CUST-7409, Female ,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,79.29,3086.33,YES
CUST-7813,female,0,No,No,72,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card,80.54,5797.72,no
CUST-7884,FEMALE,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month to month,No,Mailed check,80.01,3838.63,YES
CUST-7311, Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,one year,No,Credit card,94.62,4344.95, No 
CUST-7756,male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Electronic check,29.3,328.13, Yes
CUST-8123,FEMALE,1,Yes,No,50,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,MONTH-TO-MONTH,No,Credit card,93.98,, Yes
CUST-8079,MALE,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,TWO YEAR,No,Electronic check,26.8,240.0,no
CUST-8387,female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.87,1586.4, No 
CUST-7169,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.1,1728.98,NO
CUST-8009,female,1,Yes,No,61,Yes,No,DSL,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,63.29,3862.34,No
CUST-7068,female,1,No,Yes,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,77.49,2628.68,No
CUST-7859,female,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,month-to-month,Yes,Mailed check,83.36,2996.66,YES
CUST-7546,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,MONTH-TO-MONTH,Yes,Electronic check,96.17,,yes
CUST-7717,male,0,No,,27,Yes,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No,Month to month,No,Mailed check,81.64,2198.76, Yes
CUST-8366,male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,MONTH-TO-MONTH,Yes,Mailed check,84.9,3647.04,yes
CUST-7726,MALE,0,No,Yes,36,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,month-to-month,Yes,Credit card,51.45,1855.41,no
CUST-8355, Male,0,No,Yes,30,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,97.43,2930.54,yes
CUST-7649,male,0,Yes,Yes,34,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,61.63,2096.4,No
CUST-8015,male,0,Yes,No,24,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month to month,No,Mailed check,65.47,1574.91,No
CUST-8267, Female ,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,79.38,3569.33,NO
CUST-7252,FEMALE,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,Yes,Credit card,27.06,225.84, No 
CUST-8224,FEMALE,0,No,No,39,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,ONE YEAR,No,Credit card,81.19,3159.89,YES
CUST-8162, Female ,0,No,Yes,60,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,one year,No,Mailed check,56.29,3374.35, No 
CUST-7134,female,0,No,Yes,3,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,month-to-month,No,Mailed check,72.19,212.92,YES
CUST-7214,female,0,Yes,No,0,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month to month,No,Mailed check,48.71,0.0,yes
CUST-8177,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,ONE YEAR,Yes,Mailed check,88.17,5812.41, No 
CUST-7985, Male,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,ONE YEAR,Yes,Mailed check,87.72,5179.87, No 
CUST-7953,Female,0,No,Yes,12,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,TWO YEAR,No,Electronic check,82.11,987.94,Yes
CUST-7658,FEMALE,0,No,No,-17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,ONE YEAR,No,Credit card,93.01,1589.97,No
CUST-7127,Male,0,No,No,56,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,MONTH-TO-MONTH,No,Bank transfer,74.07,4151.02,YES
CUST-8192,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,2 year,Yes,Credit card,95.14,4940.27, No 
CUST-8364, Female ,0,Yes,No,57,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,74.09,4214.07, Yes
CUST-8087,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month to month,No,Bank transfer,86.06,600.11, Yes
CUST-7237,Femal,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,20.0,1001.44, Yes
CUST-8318, Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,ONE YEAR,Yes,Electronic check,81.23,3409.99,No
CUST-8063,Femal,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,TWO YEAR,Yes,Bank transfer,92.02,2021.63,NO
CUST-7459, Male,0,No,No,55,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,one year,No,Bank transfer,78.36,4313.62,NO
CUST-8100,FEMALE,1,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,month-to-month,Yes,Mailed check,78.83,5524.36,yes
CUST-7055,MALE,0,Yes,,26,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No,One year,No,Mailed check,81.34,2120.47,NO
CUST-7769, Female ,0,No,,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,2 year,No,Mailed check,104.22,4381.92,
CUST-7074,MALE,1,No,Yes,3,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,80.84,251.15, Yes
CUST-8133,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month to month,No,Electronic check,87.73,5698.33, Yes
CUST-7105,Femal,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,2 year,Yes,Mailed check,74.98,1283.05,NO
CUST-7163,MALE,0,Yes,No,44,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,2 year,No,Electronic check,89.08,3916.84,YES
CUST-8071, Male,0,Yes,No,8,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,month-to-month,No,Electronic check,78.12,615.73,NO
CUST-7896, Female ,0,Yes,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.34,349.89,YES
CUST-7894,Femal,0,Yes,No,23,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,MONTH-TO-MONTH,Yes,Credit card,59.81,1372.11, Yes
CUST-8035, Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,28.45,195.39,yes
CUST-7639,Femal,0,No,No,32,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,76.14,2436.19,Yes
CUST-8369, Female ,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,Yes,,32.3,188.45,yes
CUST-8142,MALE,0,Yes,No,69,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,TWO YEAR,Yes,Credit card,94.07,6485.04,Yes
CUST-7518,MALE,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.93,9.43, No 
CUST-8218,Femal,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,MONTH-TO-MONTH,No,Credit card,56.81,1648.73,no
CUST-7591, Male,0,No,Yes,53,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,56.35,2978.03,no
CUST-8256,Male,0,No,No,46,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,2 year,Yes,Credit card,59.7,2750.13, No 
CUST-7770,FEMALE,0,Yes,No,67,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,2 year,No,Bank transfer,60.07,4016.88,No
CUST-7412,male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,MONTH-TO-MONTH,No,Mailed check,76.15,,Yes
CUST-8379,Male,1,No,Yes,42,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month to month,Yes,Electronic check,60.76,2560.18,NO
CUST-7555, Female ,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,79.75,4949.63,YES
CUST-7543,MALE,0,No,No,1,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,two year,Yes,Bank transfer,62.82,65.99,yes
CUST-7874, Female ,1,No,Yes,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.69,259.58, No 
CUST-7536, Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,TWO YEAR,Yes,Bank transfer,26.23,1076.14,NO
CUST-7854,female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,92.43,3984.19,no
CUST-7980,MALE,0,Yes,Yes,60,No,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Month to month,Yes,Mailed check,53.92,3227.86, No 
CUST-8148,male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,Yes,Credit card,26.53,45.43, No 
CUST-7624,male,0,No,Yes,56,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,one year,No,Bank transfer,73.44,4116.23,No
CUST-7406,female,1,,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,Yes,Bank transfer,29.94,570.89,Yes
CUST-8262,male,0,No,No,3,Yes,No,DSL,No,No,No,No internet service,Yes,No,MONTH-TO-MONTH,Yes,Bank transfer,60.15,182.53,no
CUST-7644,female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,MONTH-TO-MONTH,No,Credit card,75.25,3831.62,YES
CUST-8390,male,0,Yes,,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,79.43,2152.06, Yes
CUST-7446,MALE,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,MONTH-TO-MONTH,Yes,Mailed check,99.25,5846.29, No 
CUST-7664,MALE,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,No,Mailed check,27.68,1495.61,NO
CUST-7997,FEMALE,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,2 year,Yes,Credit card,103.46,420.67,No
CUST-7771, Female ,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,75.57,1442.95, No 
CUST-7479,male,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card,77.62,5.27,no
CUST-8065,female,1,No,No,54,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Month to month,Yes,Bank transfer,61.54,3318.01,NO
CUST-7981,FEMALE,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month to month,Yes,Bank transfer,93.31,5777.6,Yes
CUST-8352,MALE,0,No,Yes,4,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,one year,No,Credit card,70.08,281.67,NO
CUST-7261,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ONE YEAR,Yes,Credit card,33.56,,NO
CUST-7294, Female ,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.61,2266.15,No
CUST-7721,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No,one year,Yes,Credit card,87.53,521.79, No 
CUST-8388,,0,No,No,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,No,Electronic check,33.38,376.87,YES
CUST-8156,Male,0,,Yes,5,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,64.24,319.83,no
CUST-7979, Male,0,No,Yes,5,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No,No,month-to-month,Yes,Bank transfer,48.65,235.52,yes
CUST-8368,male,0,Yes,No,9,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month to month,Yes,Credit card,80.66,722.22,No
CUST-7856,FEMALE,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,two year,Yes,Bank transfer,87.26,4358.87,yes
CUST-7159,FEMALE,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,two year,Yes,Mailed check,20.0,1332.37,NO
CUST-7989, Female ,0,Yes,No,63,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,67.75,4273.1,no
CUST-7650, Female ,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Mailed check,77.44,784.29,yes
CUST-7609,MALE,0,No,No,32,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer,69.96,2229.95,No
CUST-8208,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,month-to-month,Yes,Mailed check,101.57,913.78,yes
CUST-7333,female,0,,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,No,Mailed check,28.39,319.08,no
CUST-7955,Femal,0,Yes,Yes,6,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,TWO YEAR,Yes,Bank transfer,90.29,551.02, Yes
CUST-7279,Femal,1,Yes,No,29,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,MONTH-TO-MONTH,Yes,Electronic check,79.35,2294.51,yes
CUST-8205,FEMALE,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,one year,No,Mailed check,89.06,1162.21, No 
CUST-7698,female,1,No,No,59,Yes,Yes,DSL,No,No internet service,No,No,No,No,MONTH-TO-MONTH,No,Mailed check,49.17,2899.39, No 
CUST-8072,MALE,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,82.0,2298.21,No
CUST-7629,FEMALE,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,92.5,5372.15,NO
CUST-7533,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,83.39,5745.95, No 
CUST-8237,Femal,0,No,Yes,9,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,MONTH-TO-MONTH,No,Bank transfer,71.59,635.79,yes
CUST-7736,FEMALE,0,No,Yes,26,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,one year,No,Bank transfer,87.59,2271.19,YES
CUST-7014,female,1,No,No,37,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,MONTH-TO-MONTH,No,Credit card,93.84,3468.17,YES
CUST-7682, Male,0,Yes,No,36,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,month-to-month,Yes,Bank transfer,69.52,2505.91,No
CUST-7935,Male,0,No,Yes,44,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,2 year,Yes,Credit card,53.04,2327.76,no
CUST-7392,Male,0,,Yes,1,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,2 year,No,Electronic check,57.2,49.12, Yes
CUST-7422,MALE,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,68.51,469.62,No
CUST-8266,FEMALE,0,No,No,48,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,84.28,4051.56,Yes
CUST-7462, Male,1,No,No,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month to month,No,Credit card,83.84,2596.54, Yes
CUST-7931,Male,0,Yes,,12,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,MONTH-TO-MONTH,Yes,Bank transfer,67.99,814.98,no
CUST-8199, Female ,0,No,No,20,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,month-to-month,No,Electronic check,89.64,1791.11,NO
CUST-7801,Femal,0,No,No,68,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,MONTH-TO-MONTH,No,Credit card,78.55,5343.5,No
CUST-8285,Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,75.33,1948.83,NO
CUST-7999, Male,0,No,No,46,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,48.06,2219.42, No 
CUST-8161, Female ,0,Yes,No,31,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,MONTH-TO-MONTH,No,Electronic check,83.77,2598.83,YES
CUST-7619,FEMALE,No,No,No,67,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,MONTH-TO-MONTH,No,Bank transfer,96.46,6472.25,No
CUST-8136,male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,MONTH-TO-MONTH,Yes,Credit card,77.72,4505.92,Yes
CUST-8069,Male,0,No,No,8,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,month-to-month,No,Mailed check,66.35,528.5,YES
CUST-7236,female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.11,5733.63,yes
CUST-7857,Femal,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,TWO YEAR,Yes,Mailed check,71.73,, No 
CUST-7466, Female ,1,No,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,MONTH-TO-MONTH,Yes,Mailed check,73.65,,NO
CUST-8034, Male,0,Yes,No,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,27.02,1111.78,NO
CUST-7753,Femal,0,Yes,Yes,0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,99.57,2.2,no
CUST-7291,FEMALE,0,No,No,55,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No,month-to-month,No,Electronic check,59.42,3265.85, Yes
CUST-7233, Male,0,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,No,Bank transfer,20.0,682.32, Yes
CUST-7741,Femal,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Electronic check,31.62,1616.51,no
CUST-8138,Male,0,No,Yes,17,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,One year,Yes,Mailed check,75.57,1282.51, No 
CUST-7409, Female ,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,79.29,3086.33,YES
CUST-7850,male,1,Yes,No,27,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,2 year,Yes,Bank transfer,80.43,2173.17,NO
CUST-7934,Femal,0,No,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,month-to-month,Yes,Credit card,72.1,3102.89,no
CUST-8134, Female ,1,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Credit card,27.01,1298.01,Yes
CUST-7319,male,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,No,Mailed check,20.0,872.55,NO
CUST-7742,Male,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,No,Credit card,34.75,1560.04,Yes
CUST-8170, Male,0,No,No,48,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,90.84,4354.95,Yes
CUST-8203, Male,0,No,Yes,66,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,ONE YEAR,No,Bank transfer,73.58,4856.91,no
