Customer_ID,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn,Data_Quality_Flag
CUST-7310,Female,No,Yes,Yes,1,Yes,"No phone service","Fiber optic","No internet service",No,No,"No internet service",No,Yes,"One year",Yes,"Electronic check",80.28,79.62,No,Clean
CUST-7311,Male,No,Yes,Yes,46,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,"No internet service","One year",No,"Credit card",94.62,4344.95,No,Clean
CUST-7312,Male,No,Yes,No,16,Yes,No,DSL,"No internet service","No internet service",No,"No internet service","No internet service",No,"One year",No,"Credit card",56.94,920.41,Yes,Clean
CUST-7313,Female,No,No,Yes,20,Yes,No,DSL,No,No,No,Yes,No,"No internet service","Two year",No,"Bank transfer",56.95,1141.40,No,Clean
CUST-7314,Female,Yes,Yes,No,4,Yes,"No phone service","Fiber optic",No,"No internet service",Yes,No,"No internet service",Yes,Month-to-month,Yes,"Electronic check",86.57,356.28,Yes,Clean
CUST-7315,Female,No,No,No,60,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,No,Month-to-month,No,"Electronic check",89.50,5368.05,No,Clean
CUST-7316,Male,Yes,No,Yes,27,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",26.60,717.86,Yes,Clean
CUST-7317,Unknown,No,Yes,Yes,2,Yes,Yes,"Fiber optic","No internet service",No,No,Yes,Yes,No,Month-to-month,No,"Electronic check",88.63,183.33,Yes,Clean
CUST-7318,Female,No,No,Yes,4,Yes,Yes,DSL,Yes,"No internet service",No,"No internet service",No,"No internet service","Two year",Yes,"Bank transfer",64.52,263.15,Yes,Clean
CUST-7319,Male,No,No,No,44,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.00,872.55,No,Clean
CUST-7320,Female,No,No,No,38,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",30.68,1157.07,No,Clean
CUST-7322,Female,No,No,No,47,No,"No phone service","Fiber optic","No internet service",Yes,"No internet service",Yes,Yes,Yes,Month-to-month,Yes,"Mailed check",79.38,3728.77,No,Clean
CUST-7323,Female,Yes,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,"One year",Yes,"Electronic check",68.30,127.41,No,Clean
CUST-7324,Male,No,No,No,53,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer",27.42,1451.47,Yes,Clean
CUST-7325,Female,No,Yes,No,28,Yes,No,"Fiber optic",Yes,Yes,Yes,"No internet service",No,No,Month-to-month,Yes,"Mailed check",94.23,2638.33,Yes,Clean
CUST-7326,Female,No,No,Yes,46,Yes,"No phone service",DSL,No,"No internet service","No internet service",No,Yes,No,"Two year",Yes,"Bank transfer",60.19,2758.76,No,Clean
CUST-7327,Female,No,No,Yes,0,Yes,"No phone service","Fiber optic",No,"No internet service",No,No,No,Yes,"One year",No,"Mailed check",84.39,0.00,Yes,Clean
CUST-7328,Male,No,Yes,No,58,Yes,Yes,DSL,"No internet service",Yes,No,No,No,No,Month-to-month,No,"Bank transfer",60.76,3530.65,Yes,Clean
CUST-7329,Female,No,No,Yes,53,Yes,No,DSL,"No internet service",Yes,No,"No internet service",Yes,"No internet service",Month-to-month,No,"Bank transfer",57.71,3064.13,No,Clean
CUST-7330,Female,No,Unknown,Yes,42,No,"No phone service",DSL,"No internet service","No internet service","No internet service","No internet service",No,"No internet service",Month-to-month,Yes,"Bank transfer",43.30,1811.90,Yes,Clean
CUST-7331,Male,No,No,No,53,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card",31.40,1659.99,Yes,Clean
CUST-7332,Female,No,No,Yes,10,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer",30.44,297.37,No,Clean
CUST-7333,Female,No,Unknown,Yes,11,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",28.39,319.08,No,Clean
CUST-7334,Male,Yes,Yes,Yes,52,Yes,Yes,"Fiber optic","No internet service",Yes,Yes,No,Yes,Yes,"Two year",No,"Mailed check",83.54,4344.08,No,Clean
CUST-7335,Male,No,Yes,Yes,4,Yes,Yes,DSL,"No internet service",No,No,No,"No internet service",No,Month-to-month,No,"Credit card",45.39,184.69,Yes,Clean
CUST-7336,Male,No,No,Yes,14,Yes,"No phone service",DSL,No,"No internet service","No internet service",No,No,Yes,Month-to-month,Yes,"Bank transfer",56.43,788.97,No,Clean
CUST-7337,Male,Yes,Yes,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer",60.14,783.13,No,Clean
CUST-7338,Female,No,No,Yes,70,Yes,No,"Fiber optic","No internet service","No internet service","No internet service",No,Yes,No,"Two year",Yes,"Electronic check",74.87,5249.43,No,Clean
CUST-7339,Female,No,No,Yes,20,No,"No phone service",DSL,No,"No internet service","No internet service","No internet service","No internet service",No,"One year",Yes,"Credit card",38.11,766.29,No,Clean
CUST-7340,Male,No,No,No,3,Yes,Yes,"Fiber optic",No,"No internet service","No internet service",No,No,"No internet service","One year",No,"Mailed check",72.18,209.18,Yes,Clean
CUST-7341,Male,No,Yes,No,35,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",27.73,970.67,No,Clean
CUST-7342,Male,No,Unknown,Yes,58,Yes,No,"Fiber optic",Yes,No,"No internet service",No,Yes,"No internet service",Month-to-month,Yes,"Bank transfer",79.65,4613.15,Yes,Clean
CUST-7343,Male,No,Yes,No,41,Yes,Yes,"Fiber optic",Yes,Yes,"No internet service",No,"No internet service","No internet service",Month-to-month,Yes,"Electronic check",92.20,3786.88,Yes,Clean
CUST-7344,Female,No,No,No,50,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",25.87,1299.92,No,Clean
CUST-7345,Male,Yes,Yes,No,38,Yes,No,"Fiber optic",Yes,No,No,Yes,No,"No internet service",Month-to-month,Yes,"Mailed check",97.42,3697.76,Yes,Clean
CUST-7346,Female,No,No,No,3,Yes,Yes,"Fiber optic",No,"No internet service",Yes,No,No,No,"One year",Yes,"Credit card",80.25,247.04,Yes,Clean
CUST-7347,Female,No,Yes,Yes,2,Yes,Yes,DSL,Yes,"No internet service","No internet service","No internet service",Yes,"No internet service",Month-to-month,Yes,"Electronic check",70.89,145.55,Yes,Clean
CUST-7348,Female,No,Yes,No,30,Yes,Yes,DSL,Yes,No,"No internet service",No,"No internet service","No internet service","One year",No,"Bank transfer",51.49,1535.73,No,Clean
CUST-7349,Male,No,Yes,No,39,Yes,"No phone service","Fiber optic",Yes,Yes,"No internet service","No internet service","No internet service",Yes,"One year",No,"Mailed check",94.61,3699.44,No,Clean
CUST-7350,Female,No,Yes,Yes,51,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",94.52,4814.27,No,Clean
CUST-7351,Female,No,No,No,8,Yes,"No phone service","Fiber optic","No internet service","No internet service","No internet service","No internet service",No,"No internet service","One year",No,"Electronic check",78.17,620.44,No,Clean
CUST-7352,Male,No,No,No,59,Yes,Yes,"Fiber optic","No internet service","No internet service",No,No,No,Yes,Month-to-month,Yes,"Electronic check",72.85,4297.98,No,Clean
CUST-7353,Male,No,Yes,Yes,50,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer",27.07,1348.18,Yes,Clean
CUST-7354,Male,No,Unknown,No,44,Yes,"No phone service",DSL,No,No,"No internet service",No,"No internet service",No,Month-to-month,Yes,"Bank transfer",56.57,2482.41,Yes,Clean
CUST-7355,Female,No,No,Yes,44,Yes,Yes,DSL,Yes,No,"No internet service","No internet service","No internet service",No,Month-to-month,No,"Bank transfer",58.71,2575.57,Yes,Clean
CUST-7356,Female,Yes,Yes,No,31,Yes,"No phone service",DSL,"No internet service",No,"No internet service",No,No,Yes,"One year",Yes,"Electronic check",59.73,1854.62,No,Clean
CUST-7357,Male,No,No,No,3,Yes,No,"Fiber optic",Yes,"No internet service","No internet service",No,No,Yes,"One year",No,"Bank transfer",95.64,279.87,Yes,Clean
CUST-7358,Female,No,Yes,Yes,25,No,"No phone service","Fiber optic",Yes,No,No,"No internet service","No internet service",Yes,"Two year",Yes,"Bank transfer",72.47,1814.40,No,Clean
CUST-7359,Female,No,No,Yes,19,Yes,No,"Fiber optic","No internet service",Yes,No,Yes,Yes,No,Month-to-month,No,"Electronic check",94.04,1776.82,Yes,Clean
CUST-7360,Female,No,Yes,No,24,Yes,"No phone service",DSL,No,"No internet service",No,No,"No internet service","No internet service",Month-to-month,No,"Electronic check",48.72,1171.45,Yes,Clean
CUST-7361,Female,No,No,Yes,22,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card",33.25,737.78,No,Clean
CUST-7362,Female,No,Yes,Yes,17,Yes,Yes,DSL,No,No,"No internet service",Yes,"No internet service",No,Month-to-month,No,"Mailed check",50.04,857.23,Yes,Clean
CUST-7363,Female,No,Yes,No,66,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",32.63,2152.19,No,Clean
CUST-7364,Male,Yes,No,No,20,Yes,Yes,DSL,"No internet service",No,"No internet service",Yes,"No internet service",No,Month-to-month,No,"Bank transfer",53.15,1065.38,Yes,Clean
CUST-7365,Female,No,Yes,Yes,62,Yes,No,"Fiber optic",No,"No internet service",Yes,Yes,"No internet service",No,"One year",Yes,"Electronic check",74.65,4633.35,No,Clean
CUST-7366,Male,No,No,Yes,55,Yes,"No phone service","Fiber optic",No,No,Yes,Yes,"No internet service",No,Month-to-month,No,"Mailed check",88.38,4856.47,No,Clean
CUST-7367,Male,No,Yes,No,52,Yes,No,"Fiber optic",Yes,"No internet service",No,"No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer",78.56,4085.12,No,Clean
CUST-7368,Female,No,Yes,Yes,8,Yes,"No phone service",DSL,No,No,No,No,Yes,Yes,"One year",Yes,"Mailed check",72.22,576.44,No,Clean
CUST-7369,Female,No,No,Yes,2,Yes,"No phone service",DSL,"No internet service",No,"No internet service",Yes,Yes,Yes,Month-to-month,No,"Electronic check",65.71,121.89,No,Clean
CUST-7370,Female,No,Yes,Yes,65,Yes,"No phone service",DSL,No,"No internet service","No internet service",Yes,"No internet service",No,Month-to-month,No,"Bank transfer",54.12,3518.74,Yes,Clean
CUST-7371,Male,No,No,Yes,66,Yes,"No phone service",DSL,Yes,Yes,No,No,"No internet service",No,"Two year",Yes,"Bank transfer",55.76,3682.86,No,Clean
CUST-7372,Male,No,Yes,No,49,Yes,"No phone service","Fiber optic","No internet service",No,"No internet service",Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer",87.16,4280.51,Yes,Clean
CUST-7373,Male,No,Yes,No,9,Yes,Yes,"Fiber optic",No,Yes,"No internet service",Yes,"No internet service",Yes,"One year",Yes,"Credit card",101.63,906.08,No,Clean
CUST-7374,Female,Yes,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,"No internet service",Yes,"No internet service",Month-to-month,No,"Mailed check",76.72,0.98,No,Clean
CUST-7375,Female,No,No,No,26,Yes,Yes,DSL,"No internet service",Yes,Yes,"No internet service","No internet service",Yes,Month-to-month,Yes,"Mailed check",74.75,1948.93,Yes,Clean
CUST-7376,Female,No,Yes,Yes,47,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer",30.82,1451.86,No,Clean
CUST-7377,Male,No,Yes,Yes,41,Yes,"No phone service",DSL,No,"No internet service","No internet service",No,Yes,No,Month-to-month,No,"Mailed check",56.74,2324.91,Yes,Clean
CUST-7378,Male,No,No,No,7,Yes,"No phone service",DSL,"No internet service","No internet service",Yes,Yes,No,Yes,"One year",No,"Bank transfer",68.40,488.10,No,Clean
CUST-7379,Male,Yes,No,No,36,Yes,Yes,"Fiber optic",Yes,"No internet service",Yes,No,"No internet service","No internet service",Month-to-month,No,"Mailed check",95.84,3442.45,No,Clean
CUST-7380,Male,No,Yes,Yes,0,Yes,No,"Fiber optic",No,Yes,No,No,"No internet service",No,"Two year",Yes,"Credit card",88.85,0.00,Yes,Clean
CUST-7381,Male,No,No,No,48,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",27.81,1325.16,No,Clean
CUST-7382,Male,No,Yes,No,27,Yes,No,"Fiber optic","No internet service","No internet service",Yes,"No internet service",No,Yes,"Two year",Yes,"Mailed check",87.84,2372.49,No,Clean
CUST-7383,Female,No,No,Yes,42,No,"No phone service","Fiber optic","No internet service",No,"No internet service",No,No,"No internet service",Month-to-month,No,"Credit card",69.59,2913.30,No,Clean
CUST-7384,Male,Yes,Yes,No,11,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",27.39,298.89,No,Clean
CUST-7385,Male,No,Yes,Yes,0,No,"No phone service",DSL,Yes,No,Yes,Yes,No,"No internet service","Two year",Yes,"Credit card",67.88,6.41,No,Clean
CUST-7386,Male,Yes,Yes,No,6,Yes,No,DSL,No,No,"No internet service",Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",72.42,431.29,Yes,Clean
CUST-7387,Male,No,Yes,No,31,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card",28.35,887.37,Yes,Clean
CUST-7388,Female,No,No,Yes,2,Yes,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Credit card",87.78,171.64,No,Clean
CUST-7389,Female,No,Yes,No,2,No,"No phone service","Fiber optic",Yes,No,"No internet service",No,Yes,Yes,Month-to-month,Yes,"Mailed check",72.03,148.14,Yes,Clean
CUST-7390,Female,No,No,No,29,No,"No phone service",DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card",52.56,1519.93,Yes,Clean
CUST-7391,Male,No,No,No,60,Yes,Yes,"Fiber optic","No internet service",Yes,Yes,"No internet service",Yes,"No internet service",Month-to-month,Yes,"Bank transfer",92.29,5542.71,Yes,Clean
CUST-7392,Male,No,Unknown,Yes,1,Yes,No,DSL,"No internet service","No internet service",No,"No internet service",Yes,No,"Two year",No,"Electronic check",57.20,49.12,Yes,Clean
CUST-7393,Male,No,Yes,No,11,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer",20.00,221.98,No,Clean
CUST-7394,Male,No,No,Yes,10,Yes,Yes,"Fiber optic",Yes,No,No,Yes,"No internet service",Yes,Month-to-month,Yes,"Mailed check",93.21,928.67,No,Clean
CUST-7395,Female,No,Yes,No,12,Yes,No,DSL,"No internet service",No,"No internet service","No internet service","No internet service",Yes,Month-to-month,Yes,"Bank transfer",63.95,765.85,No,Clean
CUST-7396,Male,No,No,No,63,Yes,"No phone service","Fiber optic",No,"No internet service",Yes,Yes,No,No,Month-to-month,No,"Electronic check",77.56,4893.09,No,Clean
CUST-7397,Female,No,No,Yes,62,Yes,No,"Fiber optic",No,"No internet service",No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",83.27,5156.48,No,Clean
CUST-7398,Male,No,Yes,Yes,38,Yes,"No phone service","Fiber optic",No,No,"No internet service","No internet service",Yes,No,Month-to-month,No,"Credit card",80.49,3062.78,Yes,Clean
CUST-7399,Female,Yes,Yes,No,2,Yes,No,DSL,Yes,"No internet service",No,No,"No internet service",No,Month-to-month,Yes,"Mailed check",49.92,102.77,Yes,Clean
CUST-7400,Male,No,No,Yes,59,Yes,"No phone service","Fiber optic","No internet service",Yes,No,No,Yes,"No internet service",Month-to-month,Yes,"Bank transfer",90.56,5347.96,No,Clean
CUST-7401,Female,No,No,Yes,71,Yes,Yes,DSL,"No internet service",No,No,Yes,"No internet service",No,Month-to-month,Yes,"Credit card",61.60,4381.82,No,Clean
CUST-7402,Female,No,Yes,Yes,41,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",27.14,1111.88,Yes,Clean
CUST-7403,Female,No,No,Yes,62,Yes,No,"Fiber optic","No internet service",No,No,Yes,Yes,"No internet service","Two year",Yes,"Mailed check",95.33,5901.58,Yes,Clean
CUST-7404,Unknown,Yes,Yes,No,16,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",27.84,450.18,No,Clean
CUST-7405,Female,No,Yes,No,2,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Bank transfer",31.99,61.52,No,Clean
CUST-7406,Female,Yes,Unknown,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer",29.94,570.89,Yes,Clean
CUST-7407,Female,No,Yes,No,7,No,"No phone service",DSL,"No internet service",Yes,"No internet service",No,No,"No internet service",Month-to-month,Yes,"Credit card",49.31,354.85,No,Clean
CUST-7408,Female,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No,"No internet service",Yes,"No internet service",Month-to-month,No,"Mailed check",63.97,384.43,No,Clean
CUST-7409,Female,No,Yes,Yes,39,Yes,"No phone service","Fiber optic","No internet service",No,Yes,"No internet service","No internet service",Yes,Month-to-month,No,"Mailed check",79.29,3086.33,Yes,Clean
CUST-7410,Male,No,No,Yes,43,Yes,Yes,"Fiber optic","No internet service",Yes,Yes,Yes,"No internet service",Yes,"Two year",Yes,"Bank transfer",103.98,4465.55,No,Clean
CUST-7411,Female,Yes,Yes,Yes,8,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,"No internet service","Two year",No,"Electronic check",83.51,662.02,Yes,Clean
CUST-7412,Male,No,No,Yes,38,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",76.15,2893.70,Yes,Clean
CUST-7413,Female,No,Yes,Yes,53,Yes,No,DSL,"No internet service",No,Yes,Yes,"No internet service",Yes,Month-to-month,Yes,"Credit card",76.18,4031.17,Yes,Clean
CUST-7414,Female,Yes,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Credit card",79.85,4711.79,No,Clean
CUST-7415,Male,No,No,No,62,Yes,No,DSL,"No internet service",No,No,No,No,No,"One year",Yes,"Mailed check",52.69,3261.17,No,Clean
CUST-7416,Female,No,No,No,34,Yes,Yes,DSL,Yes,"No internet service",Yes,No,Yes,Yes,Month-to-month,No,"Credit card",63.78,2176.71,No,Clean
CUST-7417,Male,No,Yes,No,58,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",28.09,1629.22,Yes,Clean
CUST-7419,Female,No,Yes,No,0,No,"No phone service",DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,"Bank transfer",61.62,8.05,No,Clean
CUST-7420,Male,Yes,No,No,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",34.46,1204.31,Yes,Clean
CUST-7421,Female,No,No,No,21,Yes,No,"Fiber optic",Yes,"No internet service",Yes,Yes,No,"No internet service","One year",Yes,"Mailed check",93.99,1964.12,No,Clean
CUST-7422,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,"No internet service",No,"One year",Yes,"Mailed check",68.51,469.62,No,Clean
CUST-7423,Male,No,No,No,66,Yes,No,"Fiber optic","No internet service","No internet service",No,No,No,No,"One year",Yes,"Electronic check",81.88,5405.12,Yes,Clean
CUST-7424,Female,Yes,No,Yes,3,Yes,No,DSL,No,"No internet service",Yes,"No internet service",No,"No internet service","Two year",Yes,"Electronic check",56.87,167.24,Yes,Clean
CUST-7425,Male,No,Yes,Yes,15,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",26.25,398.69,No,Clean
CUST-7426,Male,No,Yes,No,53,Yes,"No phone service",DSL,"No internet service","No internet service",Yes,Yes,No,"No internet service",Month-to-month,No,"Mailed check",64.74,3423.81,Yes,Clean
CUST-7427,Female,No,No,Yes,3,Yes,No,"Fiber optic",No,Yes,No,No,"No internet service",Yes,Month-to-month,Yes,"Mailed check",86.51,264.03,Yes,Clean
CUST-7428,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,"No internet service",Yes,Yes,No,Yes,Month-to-month,No,"Electronic check",69.80,140.95,Yes,Clean
CUST-7429,Female,No,No,Yes,16,Yes,"No phone service","Fiber optic","No internet service",No,No,Yes,No,Yes,Month-to-month,Yes,"Electronic check",79.13,1267.40,No,Clean
CUST-7430,Male,Yes,No,Yes,25,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",30.09,750.90,No,Clean
CUST-7431,Male,No,Yes,No,71,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Electronic check",20.00,1417.42,No,Clean
CUST-7432,Female,No,No,Yes,71,Yes,Yes,"Fiber optic","No internet service",Yes,Yes,"No internet service","No internet service",Yes,Month-to-month,No,"Mailed check",85.27,6047.71,No,Clean
CUST-7433,Female,No,Yes,No,41,Yes,Yes,"Fiber optic",Yes,No,"No internet service",No,"No internet service","No internet service","Two year",No,"Bank transfer",69.70,2857.70,No,Clean
CUST-7434,Male,No,No,Yes,3,Yes,No,"Fiber optic","No internet service",No,Yes,No,"No internet service","No internet service","Two year",Yes,"Bank transfer",84.28,251.89,Yes,Clean
CUST-7435,Male,No,No,Yes,8,Yes,"No phone service","Fiber optic",Yes,"No internet service",No,Yes,"No internet service",Yes,Month-to-month,No,"Credit card",90.48,714.06,No,Clean
CUST-7436,Female,No,Yes,Yes,11,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card",20.00,221.58,Yes,Clean
CUST-7437,Female,No,No,No,38,No,"No phone service",DSL,"No internet service","No internet service",Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",63.22,2400.63,No,Clean
CUST-7438,Female,No,Yes,No,65,Yes,"No phone service","Fiber optic","No internet service",Yes,No,No,No,"No internet service","Two year",Yes,"Mailed check",87.96,5724.74,No,Clean
CUST-7439,Female,No,No,Yes,5,Yes,"No phone service",DSL,Yes,No,No,No,No,Yes,"Two year",Yes,"Electronic check",70.98,352.70,No,Clean
CUST-7440,Male,Yes,No,No,0,Yes,No,DSL,"No internet service",Yes,"No internet service","No internet service",No,No,"Two year",Yes,"Credit card",51.26,1.59,No,Clean
CUST-7441,Male,Yes,Yes,No,36,No,"No phone service",DSL,No,No,No,Yes,"No internet service",No,"Two year",Yes,"Electronic check",44.82,1605.75,Yes,Clean
CUST-7442,Male,No,Yes,No,3,Yes,No,DSL,No,Yes,No,"No internet service",No,"No internet service",Month-to-month,No,"Bank transfer",55.84,168.46,Yes,Clean
CUST-7443,Male,No,No,No,52,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card",20.00,1044.66,No,Clean
CUST-7444,Female,No,Yes,Yes,1,No,"No phone service","Fiber optic",Yes,No,No,"No internet service",No,Yes,Month-to-month,Yes,"Electronic check",86.43,95.98,Yes,Clean
CUST-7445,Unknown,No,No,Yes,2,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card",28.40,65.12,Yes,Clean
CUST-7446,Male,No,Yes,Yes,59,Yes,Yes,"Fiber optic",Yes,No,Yes,"No internet service",Yes,Yes,Month-to-month,Yes,"Mailed check",99.25,5846.29,No,Clean
CUST-7447,Female,No,No,No,35,Yes,Yes,"Fiber optic",Yes,Yes,Yes,"No internet service","No internet service","No internet service","One year",Yes,"Bank transfer",90.30,3165.75,No,Clean
CUST-7448,Female,No,No,No,60,Yes,No,"Fiber optic","No internet service","No internet service",No,Yes,No,"No internet service","Two year",Yes,"Credit card",80.37,4831.61,Yes,Clean
CUST-7449,Female,No,Yes,Yes,3,Yes,"No phone service","Fiber optic",Yes,Yes,Yes,Yes,No,Yes,"Two year",No,"Mailed check",83.13,257.54,No,Clean
CUST-7450,Female,No,Yes,No,4,Yes,No,"Fiber optic",Yes,No,Yes,No,No,"No internet service","Two year",Yes,"Credit card",78.43,309.82,Yes,Clean
CUST-7451,Male,No,No,No,60,Yes,Yes,DSL,"No internet service",Yes,Yes,Yes,"No internet service",No,"Two year",Yes,"Mailed check",59.07,3541.00,No,Clean
CUST-7452,Female,No,Yes,No,66,Yes,"No phone service","Fiber optic",Yes,No,Yes,No,"No internet service","No internet service","One year",Yes,"Credit card",95.76,6320.12,Yes,Clean
CUST-7453,Male,No,Yes,No,70,Yes,Yes,"Fiber optic","No internet service",Yes,Yes,No,No,Yes,"Two year",No,"Electronic check",98.30,6881.21,Yes,Clean
CUST-7454,Male,No,No,No,9,No,"No phone service",DSL,Yes,Yes,Yes,No,No,"No internet service",Month-to-month,Yes,"Credit card",63.50,571.74,No,Clean
CUST-7455,Female,No,Yes,Yes,3,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,"No internet service","One year",No,"Credit card",109.16,326.25,No,Clean
CUST-7456,Female,No,No,Yes,71,Yes,"No phone service","Fiber optic",Yes,Yes,Yes,No,Yes,"No internet service",Month-to-month,No,"Bank transfer",97.29,6908.56,Yes,Clean
CUST-7457,Male,No,Yes,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card",29.87,360.67,No,Clean
CUST-7458,Female,No,No,Yes,17,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card",25.58,436.67,No,Clean
CUST-7459,Male,No,No,No,55,Yes,"No phone service",DSL,No,Yes,Yes,Yes,Yes,"No internet service","One year",No,"Bank transfer",78.36,4313.62,No,Clean
CUST-7460,Female,No,Yes,Yes,55,Yes,Yes,"Fiber optic","No internet service",No,No,No,No,Yes,Month-to-month,No,"Electronic check",71.42,3931.20,Yes,Clean
CUST-7461,Male,No,No,Yes,67,Yes,No,DSL,No,Yes,No,No,"No internet service","No internet service","One year",No,"Bank transfer",58.79,3945.07,No,Clean
CUST-7462,Male,Yes,No,No,31,Yes,Yes,"Fiber optic",Yes,"No internet service","No internet service",No,No,Yes,Month-to-month,No,"Credit card",83.84,2596.54,Yes,Clean
CUST-7463,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,"No internet service",Month-to-month,Yes,"Electronic check",71.29,4625.03,No,Clean
CUST-7464,Male,Yes,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",33.93,232.14,No,Clean
CUST-7465,Male,No,No,No,32,Yes,No,DSL,"No internet service",Yes,Yes,Yes,Yes,"No internet service","Two year",No,"Electronic check",73.91,2374.09,No,Clean
CUST-7466,Female,Yes,No,Yes,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,"No internet service",Month-to-month,Yes,"Mailed check",73.65,2798.70,No,Clean
